+------------------------------------------+----------+----------------------------------+--------------------------------------------------+-----+
| Registry name                            | Meta/dmg | Display name                     | Ore Dict Keys                                    | NBT |
| chisel:concrete_lightblue                |       15 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue                |        2 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue                |        3 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue                |        4 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue                |        5 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue                |        6 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue                |        7 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue                |        8 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue                |        9 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue1               |        0 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue1               |        1 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue1               |       10 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue1               |       11 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue1               |       12 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue1               |       13 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue1               |       14 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
| chisel:concrete_lightblue1               |       15 | Light Blue Concrete              | blockConcrete,blockConcreteLightBlue             |     |
